,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
533,Pehr Kalm,[X] is [Y] citizen .,Finland,"Pehr Kalm (6 March 1716 – 16 November 1779) (in [MASK] also known as Pietari Kalm and in some English-language translations as Peter Kalm) was a Swedish-Finnish explorer, botanist, naturalist, and agricultural economist.","Pehr Kalm (6 March 1716 – 16 November 1779) (in Finland also known as Pietari Kalm and in some English-language translations as Peter Kalm) was a Swedish-Finnish explorer, botanist, naturalist, and agricultural economist.","['Pehr Kalm (6 March 1716 – 16 November 1779) (in Finland also known as Pietari Kalm and in some English-language translations as Peter Kalm) was a Swedish-Finnish explorer, botanist, naturalist, and agricultural economist.']","Pehr Kalm (6 March 1716 – 16 November 1779) (in Finland also known as Pietari Kalm and in some English-language translations as Peter Kalm) was a Swedish-Finnish explorer, botanist, naturalist, and agricultural economist.",,
534,Tupeni Baba,[X] is [Y] citizen .,Fiji,"It was founded by Tupeni Baba, a former Deputy Prime Minister and Labour Party stalwart, who had become dissatisfied with Mahendra Chaudhry's leadership and expressed fears that if Chaudhry, who had been deposed in the [MASK] coup of 2000, returned as Prime Minister, there could be another coup.","It was founded by Tupeni Baba, a former Deputy Prime Minister and Labour Party stalwart, who had become dissatisfied with Mahendra Chaudhry's leadership and expressed fears that if Chaudhry, who had been deposed in the Fiji coup of 2000, returned as Prime Minister, there could be another coup.","[""it was founded by tupeni baba a former deputy prime minister and labour party stalwart who had become dissatisfied with mahendra chaudhry's leadership and expressed fears that if chaudhry deposed in the fiji coup in 2000"", ""it was founded by tupeni baba a former deputy prime minister and labour party stalwart who had become dissatisfied with mahendra chaudhry's leadership and expressed fears that if chaudhry had been deposed in the fiji coup of 2000 there""]",it was founded by tupeni baba a former deputy prime minister and labour party stalwart who had become dissatisfied with mahendra chaudhry's leadership and expressed fears that if chaudhry deposed in the [MASK] coup in 2000,it was founded by tupeni baba a former deputy prime minister and labour party stalwart who had become dissatisfied with mahendra chaudhry's leadership and expressed fears that if chaudhry had been deposed in the [MASK] coup of 2000 there,
536,Hilda Watson,[X] is [Y] citizen .,Canada,"Hilda Watson, the first woman ever to lead a political party into an election in [MASK], was the leader of the Progressive Conservatives.","Hilda Watson, the first woman ever to lead a political party into an election in Canada, was the leader of the Progressive Conservatives.",['the first woman to lead a political party in an election in canada was hilda watson the leader of the progressive conservatives'],the first woman to lead a political party in an election in [MASK] was hilda watson the leader of the progressive conservatives,,
537,William Osler,[X] is [Y] citizen .,Canada,"Phagocytosis was first noted by [MASK] physician William Osler, and later studied by Élie Metchnikoff.","Phagocytosis was first noted by Canada physician William Osler, and later studied by Élie Metchnikoff.","['phagocytosis was first noted by the canadian physician william osler and studied later by lie metchnikoff', 'phagocytosis was first noted by the canadian physician william osler and later studied by lie metchnikoff']",phagocytosis was first noted by the canadian physician william osler and studied later by lie metchnikoff,phagocytosis was first noted by the canadian physician william osler and later studied by lie metchnikoff,
538,Jaishankar,[X] is [Y] citizen .,India,Jaishankar was the office bearer of the Sports Writers Association of Bangalore and its parent body Sports Journalist Federation of [MASK].,Jaishankar was the office bearer of the Sports Writers Association of Bangalore and its parent body Sports Journalist Federation of India.,"['jaishankar was the office bearer of the sports writers association of bangalore and its parent body the sports journalist federation of india', 'jaishankar was the office bearer of the sports writers association of bangalore and the parent body sports journalist federation of india']",jaishankar was the office bearer of the sports writers association of bangalore and its parent body the sports journalist federation of [MASK],jaishankar was the office bearer of the sports writers association of bangalore and the parent body sports journalist federation of [MASK],
539,Orestis Laskos,[X] is [Y] citizen .,Greece,Madame X ([MASK] title I Agnostos) is a 1954 Greek drama film directed by Orestis Laskos.,Madame X (Greece title I Agnostos) is a 1954 Greek drama film directed by Orestis Laskos.,"['madame x greece title i agnostos is a greek drama movie of 1954 directed by orestis laskos', 'madame x greece title i agnostos is a greek drama film from 1954 directed by orestis laskos', 'madame x greece i agnostos is a 1954 greek drama film directed by orestis laskos']",madame x [MASK] title i agnostos is a greek drama movie of 1954 directed by orestis laskos,madame x [MASK] title i agnostos is a greek drama film from 1954 directed by orestis laskos,madame x [MASK] i agnostos is a 1954 greek drama film directed by orestis laskos
540,Kenta Fukasaku,[X] is [Y] citizen .,Japan,"Yo-Yo Girl Cop, known in [MASK] as Sukeban Deka: Code Name = Saki Asamiya (Japanese: スケバン刑事 コードネーム=麻宮サキ Hepburn: Sukeban Deka: Kōdo Nēmu = Asamiya Saki) is a 2006 Japanese live-action feature film, the third to be based on the manga Sukeban Deka, directed by Kenta Fukasaku.","Yo-Yo Girl Cop, known in Japan as Sukeban Deka: Code Name = Saki Asamiya (Japanese: スケバン刑事 コードネーム=麻宮サキ Hepburn: Sukeban Deka: Kōdo Nēmu = Asamiya Saki) is a 2006 Japanese live-action feature film, the third to be based on the manga Sukeban Deka, directed by Kenta Fukasaku.","['Yo-Yo Girl Cop, known in Japan as Sukeban Deka: Code Name = Saki Asamiya (Japanese: スケバン刑事 コードネーム=麻宮サキ Hepburn: Sukeban Deka: Kōdo Nēmu = Asamiya Saki) is a 2006 Japanese live-action feature film, the third to be based on the manga Sukeban Deka, directed by Kenta Fukasaku.']","Yo-Yo Girl Cop, known in Japan as Sukeban Deka: Code Name = Saki Asamiya (Japanese: スケバン刑事 コードネーム=麻宮サキ Hepburn: Sukeban Deka: Kōdo Nēmu = Asamiya Saki) is a 2006 Japanese live-action feature film, the third to be based on the manga Sukeban Deka, directed by Kenta Fukasaku.",,
541,Mark Strudal,[X] is [Y] citizen .,Denmark,Mark Agner Boecking Strudal (born 29 April 1968 in Glostrup) is a retired [MASK] footballer who played as a striker and scored three goals in nine games for the Danish national team.,Mark Agner Boecking Strudal (born 29 April 1968 in Glostrup) is a retired Denmark footballer who played as a striker and scored three goals in nine games for the Danish national team.,['Mark Agner Boecking Strudal (born 29 April 1968 in Glostrup) is a retired Denmark footballer who played as a striker and scored three goals in nine games for the Danish national team.'],Mark Agner Boecking Strudal (born 29 April 1968 in Glostrup) is a retired Denmark footballer who played as a striker and scored three goals in nine games for the Danish national team.,,
542,Takashi Yanase,[X] is [Y] citizen .,Japan,"The Kobe Anpanman Children's Museum & Mall is an interactive children's museum located in Kobe, [MASK] dedicated to Takashi Yanase's popular Anpanman franchise.","The Kobe Anpanman Children's Museum & Mall is an interactive children's museum located in Kobe, Japan dedicated to Takashi Yanase's popular Anpanman franchise.","[""The Kobe Anpanman Children's Museum & Mall is an interactive children's museum located in Kobe, Japan dedicated to Takashi Yanase's popular Anpanman franchise.""]","The Kobe Anpanman Children's Museum & Mall is an interactive children's museum located in Kobe, Japan dedicated to Takashi Yanase's popular Anpanman franchise.",,
543,Minamoto no Yoshinaka,[X] is [Y] citizen .,Japan,"The story of Yoshinaka and Kanehira is fairly well known in [MASK]; it is also the subject of the Noh play ""Kanehira"", in which Kanehira's tormented ghost describes his and Yoshinaka's death, and his wish to go to the other side.","The story of Yoshinaka and Kanehira is fairly well known in Japan; it is also the subject of the Noh play ""Kanehira"", in which Kanehira's tormented ghost describes his and Yoshinaka's death, and his wish to go to the other side.","[""the story of yoshinaka and kanehira is fairly well known in japan and it is also the subject of the noh play kanehira in which kanehira's tormented ghost describes their and yoshinaka's death and his wish to go to""]",the story of yoshinaka and kanehira is fairly well known in [MASK] and it is also the subject of the noh play kanehira in which kanehira's tormented ghost describes their and yoshinaka's death and his wish to go to,,
544,Pavel Bure,[X] is [Y] citizen .,Russia,"General of the Army Mikhail Petrovich Kolesnikov (Russian: Михаил Петрович Колесников; 30 June 1939 in Yeysk, Russian SFSR – 26 March 2007) was a member of Boris Yeltsin's administration and briefly served as acting Defence Minister of the [MASK] after Pavel Grachev was fired by Yeltsin.Kolesnikov also served as Chief of General Staff of the Armed Forces of the Russian Federation from 1992 to 1996.","General of the Army Mikhail Petrovich Kolesnikov (Russian: Михаил Петрович Колесников; 30 June 1939 in Yeysk, Russian SFSR – 26 March 2007) was a member of Boris Yeltsin's administration and briefly served as acting Defence Minister of the Russia after Pavel Grachev was fired by Yeltsin.Kolesnikov also served as Chief of General Staff of the Armed Forces of the Russian Federation from 1992 to 1996.","[""General of the Army Mikhail Petrovich Kolesnikov (Russian: Михаил Петрович Колесников; 30 June 1939 in Yeysk, Russian SFSR – 26 March 2007) was a member of Boris Yeltsin's administration and briefly served as acting Defence Minister of the Russia after Pavel Grachev was fired by Yeltsin.Kolesnikov also served as Chief of General Staff of the Armed Forces of the Russian Federation from 1992 to 1996.""]","General of the Army Mikhail Petrovich Kolesnikov (Russian: Михаил Петрович Колесников; 30 June 1939 in Yeysk, Russian SFSR – 26 March 2007) was a member of Boris Yeltsin's administration and briefly served as acting Defence Minister of the Russia after Pavel Grachev was fired by Yeltsin.Kolesnikov also served as Chief of General Staff of the Armed Forces of the Russian Federation from 1992 to 1996.",,
545,Francisco Vallejo Pons,[X] is [Y] citizen .,Spain,"Francisco Vallejo Pons (born 21 August 1982 in Es Castell, Minorca) is a chess Grandmaster from [MASK].","Francisco Vallejo Pons (born 21 August 1982 in Es Castell, Minorca) is a chess Grandmaster from Spain.","['Francisco Vallejo Pons (born 21 August 1982 in Es Castell, Minorca) is a chess Grandmaster from Spain.']","Francisco Vallejo Pons (born 21 August 1982 in Es Castell, Minorca) is a chess Grandmaster from Spain.",,
