,sub_label,template,obj_label,masked_sentence,filled_sentence,Parrot_paraphrased_filled_sentence,Parrot_paraphrased_filled_sentence_0,Parrot_paraphrased_filled_sentence_1,Parrot_paraphrased_filled_sentence_2
421,Jean-Baptiste Lully,[X] plays [Y] music .,opera,The group first drew international acclaim in the area of [MASK] in December 1986-January 1987 with a production of Jean-Baptiste Lully's Atys at the Opéra-Comique in Paris.,The group first drew international acclaim in the area of opera in December 1986-January 1987 with a production of Jean-Baptiste Lully's Atys at the Opéra-Comique in Paris.,"[""the group first drew international acclaim in the area of the opera with a production of jean-baptiste lully's atys at the opra-comique in paris in december 1986"", ""the group drew international attention in the opera area in december 1986-january 1987 with a production of jean-baptiste lully's atys in the opra-comique in paris"", ""the group initially drew international acclaim in the opera field in december 1986-january 1987 with a production of jean-baptiste lully's atys at the opra-comique in paris""]",the group first drew international acclaim in the area of the [MASK] with a production of jean-baptiste lully's atys at the opra-comique in paris in december 1986,the group drew international attention in the [MASK] area in december 1986-january 1987 with a production of jean-baptiste lully's atys in the opra-comique in paris,the group initially drew international acclaim in the [MASK] field in december 1986-january 1987 with a production of jean-baptiste lully's atys at the opra-comique in paris
422,EmArcy,[X] plays [Y] music .,jazz,"The album was Page's first release on the EmArcy label, generally used by Mercury as a label for [MASK] albums.","The album was Page's first release on the EmArcy label, generally used by Mercury as a label for jazz albums.","[""the album was page's first release on the emarcy label used by mercury as a label for jazz albums"", ""the album was page's first release on the emarcy label commonly used by mercury as a label for jazz albums"", ""the album was page's first release on the emarcy label generally used by mercury as a label for jazz albums""]",the album was page's first release on the emarcy label used by mercury as a label for [MASK] albums,the album was page's first release on the emarcy label commonly used by mercury as a label for [MASK] albums,the album was page's first release on the emarcy label generally used by mercury as a label for [MASK] albums
423,Steve Nieve,[X] plays [Y] music .,opera,Welcome to the Voice is a bilingual [MASK] (French and English) based on an original story and libretto by Muriel Teodori with music composed by Steve Nieve.,Welcome to the Voice is a bilingual opera (French and English) based on an original story and libretto by Muriel Teodori with music composed by Steve Nieve.,"['welcome to the voice is a bilingual opera in english and french based on an original story and a libretto by muriel teodori with music composed by steve nieve', 'welcome to the voice is a bilingual opera french and english based on an original story and a libretto by muriel teodori with music by steve nieve', 'welcome to the voice is a bilingual opera french and english based on an original story and libretto by muriel teodori with music by steve nieve']",welcome to the voice is a bilingual [MASK] in english and french based on an original story and a libretto by muriel teodori with music composed by steve nieve,welcome to the voice is a bilingual [MASK] french and english based on an original story and a libretto by muriel teodori with music by steve nieve,welcome to the voice is a bilingual [MASK] french and english based on an original story and libretto by muriel teodori with music by steve nieve
424,Dag Arnesen,[X] plays [Y] music .,jazz,"Kåre Garnes (born 8 November 1954 in Bergen, Norway) is a Norwegian Jazz musician, (upright bass), known for his collaborations with Bergen [MASK] legends like Dag Arnesen, Knut Kristiansen, Per Jørgensen, Olav Dale & Ole Thomsen, and in a series of Norwegian Jazz bands.","Kåre Garnes (born 8 November 1954 in Bergen, Norway) is a Norwegian Jazz musician, (upright bass), known for his collaborations with Bergen jazz legends like Dag Arnesen, Knut Kristiansen, Per Jørgensen, Olav Dale & Ole Thomsen, and in a series of Norwegian Jazz bands.","['Kåre Garnes (born 8 November 1954 in Bergen, Norway) is a Norwegian Jazz musician, (upright bass), known for his collaborations with Bergen jazz legends like Dag Arnesen, Knut Kristiansen, Per Jørgensen, Olav Dale & Ole Thomsen, and in a series of Norwegian Jazz bands.']","Kåre Garnes (born 8 November 1954 in Bergen, Norway) is a Norwegian Jazz musician, (upright bass), known for his collaborations with Bergen [MASK] legends like Dag Arnesen, Knut Kristiansen, Per Jørgensen, Olav Dale & Ole Thomsen, and in a series of Norwegian Jazz bands.",,
425,Curtis Amy,[X] plays [Y] music .,jazz,"Curtis Amy, saxophonist, composer, and former musical director for the Ray Charles band, was the ""[MASK] man"" of the song.","Curtis Amy, saxophonist, composer, and former musical director for the Ray Charles band, was the ""jazz man"" of the song.","['Curtis Amy, saxophonist, composer, and former musical director for the Ray Charles band, was the ""jazz man"" of the song.']","Curtis Amy, saxophonist, composer, and former jazz director for the Ray Charles band, was the ""[MASK] man"" of the song.",,
426,Frank Kimbrough,[X] plays [Y] music .,jazz,"Frank Kimbrough (born November 2, 1956 in Roxboro, North Carolina) is a post-bop [MASK] pianist born and raised in North Carolina.","Frank Kimbrough (born November 2, 1956 in Roxboro, North Carolina) is a post-bop jazz pianist born and raised in North Carolina.","['Frank Kimbrough (born November 2, 1956 in Roxboro, North Carolina) is a post-bop jazz pianist born and raised in North Carolina.']","Frank Kimbrough (born November 2, 1956 in Roxboro, North Carolina) is a post-bop [MASK] pianist born and raised in North Carolina.",,
427,Donovan Germain,[X] plays [Y] music .,reggae,"The album, produced by Donovan Germain, features various artists recorded over re-licks of two classic [MASK] riddims from Gregory Isaacs.","The album, produced by Donovan Germain, features various artists recorded over re-licks of two classic reggae riddims from Gregory Isaacs.","['The album, produced by Donovan Germain, features various artists recorded over re-licks of two classic reggae riddims from Gregory Isaacs.']","The album, produced by Donovan Germain, features various artists recorded over re-licks of two classic [MASK] riddims from Gregory Isaacs.",,
428,Masada,[X] plays [Y] music .,jazz,"Masada: Alef, also known as Masada 1, is a 1994 album by American [MASK] composer and saxophonist John Zorn featuring the Masada Quartet performing compositions inspired by Zorn's examination of Jewish culture.","Masada: Alef, also known as Masada 1, is a 1994 album by American jazz composer and saxophonist John Zorn featuring the Masada Quartet performing compositions inspired by Zorn's examination of Jewish culture.","[""masada alef also known as masada 1 is a 1994 album by american jazz composer and saxophonist john zorn which features the masada quartet performing compositions inspired by zorn's examination of""]",masada alef also known as masada 1 is a 1994 album by american [MASK] composer and saxophonist john zorn which features the masada quartet performing compositions inspired by zorn's examination of,,
429,Bunny Berigan,[X] plays [Y] music .,jazz,"In January 1937, Tommy Dorsey recorded an instrumental [MASK] arrangement featuring Bunny Berigan on trumpet, which became a jazz standard.","In January 1937, Tommy Dorsey recorded an instrumental jazz arrangement featuring Bunny Berigan on trumpet, which became a jazz standard.","['tommy dorsey recorded an instrumental jazz arrangement featuring bunny berigan on trumpet in january 1937 which became a jazz standard', 'in january 1937 tommy dorsey recorded an instrumental jazz arrangement featuring bunny berigan on the trumpet which became a jazz standard', 'in january 1937 tommy dorsey recorded an instrumental jazz arrangement featuring bunny berigan on trumpet which became a jazz standard']",tommy dorsey recorded an instrumental jazz arrangement featuring bunny berigan on trumpet in january 1937 which became a [MASK] standard,in january 1937 tommy dorsey recorded an instrumental jazz arrangement featuring bunny berigan on the trumpet which became a [MASK] standard,in january 1937 tommy dorsey recorded an instrumental jazz arrangement featuring bunny berigan on trumpet which became a [MASK] standard
430,Joseph Jarman,[X] plays [Y] music .,jazz,"Buckley's main area of work has always been within the [MASK] scene, playing and recording with artists such as John Taylor, Julian Arguelles, Eddie Parker, Steve Noble, Billy Jenkins, Huw Warren, Christine Tobin, Colin Towns, Seb Roachford, Mike Outram, Joseph Jarman, Jonathon Joseph and Leroy Jenkins.","Buckley's main area of work has always been within the jazz scene, playing and recording with artists such as John Taylor, Julian Arguelles, Eddie Parker, Steve Noble, Billy Jenkins, Huw Warren, Christine Tobin, Colin Towns, Seb Roachford, Mike Outram, Joseph Jarman, Jonathon Joseph and Leroy Jenkins.",,,,
431,Tone Center Records,[X] plays [Y] music .,jazz,"Blues Bureau is a member of Mike Varney's Shrapnel Label Group, which also includes Shrapnel Records, another guitar oriented label which features shred guitar, hard rock, metal and progressive metal, and Tone Center Records, a [MASK] oriented label featuring ""fusion guitar"" as well as a number of jazz tributes.","Blues Bureau is a member of Mike Varney's Shrapnel Label Group, which also includes Shrapnel Records, another guitar oriented label which features shred guitar, hard rock, metal and progressive metal, and Tone Center Records, a jazz oriented label featuring ""fusion guitar"" as well as a number of jazz tributes.","['Blues Bureau is a member of Mike Varney\'s Shrapnel Label Group, which also includes Shrapnel Records, another guitar oriented label which features shred guitar, hard rock, metal and progressive metal, and Tone Center Records, a jazz oriented label featuring ""fusion guitar"" as well as a number of jazz tributes.']","Blues Bureau is a member of Mike Varney's Shrapnel Label Group, which also includes Shrapnel Records, another guitar oriented label which features shred guitar, hard rock, metal and progressive metal, and Tone Center Records, a jazz oriented label featuring ""fusion guitar"" as well as a number of [MASK] tributes.",,
