pred,obj_label,masked_sentence
IsA,animal,A chimpanzee is a kind of an [MASK].
IsA,latrine,A restroom is a kind of [MASK].
IsA,creature,Insect is a type of living [MASK].
IsA,chemical,Chlorophyll is a kind of [MASK].
IsA,increasingly,The economy is [MASK] based on services rather than manufacturing.
IsA,activity,An [MASK] someone can do is listening to the music.
IsA,sport,Badminton is a very popular [MASK] in Asia.
IsA,color,"Things that are often found together are: the violet [MASK], a couple, tv, a sofa."
IsA,story,[MASK] is a type of short fiction.
IsA,direction,Down is the [MASK] of the force of gravity from the object with the most influence.
IsA,herdsman,A shepherd is a [MASK].
IsA,activity,Polo is a kind of an [MASK].
IsA,home,A brownstone is a type of [MASK].
IsA,tribe,Jews are a [MASK].
IsA,largely,Capital is [MASK] administered by fund managers.
IsA,painkiller,Paracetamol is a kind of [MASK].
IsA,illusion,The effect of pretending is self-[MASK].
IsA,empiric,Science is [MASK].
IsA,gift,Music is a [MASK].
IsA,fuel,Hydrogen is a [MASK].
IsA,machine,"Things that are often found together are: watch, arms, washing [MASK], t-shirt, man."
IsA,establishment,Bar is drink [MASK].
IsA,satelit,"I guess, it is a [MASK]."
IsA,tree,Hollie is a type of [MASK] that is commonly found in yards.
IsA,emotion,Hate is an [MASK].
IsA,food,Cajun is a type of [MASK] that people eat.
IsA,object,Something you find in the trash is an [MASK].
IsA,temple,Church is a type of christian [MASK].
IsA,meat,Sheep is used for lamb [MASK].
IsA,bird,Cuck is a [MASK].
IsA,fizzy,Beer is [MASK].
IsA,liquid,Bromine is a kind of [MASK].
IsA,sugly,War is [MASK].
IsA,language,Chinese is a human [MASK].
IsA,flower,A rhodedendron is a [MASK].
IsA,soda,Sprite is a [MASK].
IsA,mood,The pursuit of happiness via [MASK] - altering drugs which do not harm one's body or mind should not be considered bad or evil.
IsA,play,Something that might happen while seeing people [MASK] a game is you become excited about the outcome.
IsA,spectacle,Something you find at a show is a [MASK].
IsA,peptide,Oxytocin is a [MASK].
IsA,drug,You are likely to find [MASK] dealers in the crack house.
IsA,carnivore,A tiger is a [MASK].
IsA,motion,Swaying is a type of [MASK].
IsA,person,A [MASK] doesn't want to be an idiot.
IsA,optimist,Murphy was an [MASK].
IsA,food,Tiramisu is a type of [MASK].
IsA,computer,"A docking station connects a notebook [MASK] to printers, disk drives, and a LAN."
IsA,everything,A person's attitude about living is [MASK].
IsA,compound,Ozone is a [MASK].
IsA,computers,Apples are [MASK].
IsA,doctor,An ENT is a kind of [MASK].
IsA,herbalist,Hans is an [MASK].
IsA,bliss,Ignorants is [MASK].
IsA,machine,The Saturn V rocket was a very powerful [MASK] .
IsA,cleaning,Something that might happen while [MASK] the house is dusting.
IsA,bean,A frijole is a [MASK].
IsA,signs,"The [MASK] and symptoms of Carbon monoxide poisoning include headache, nausea, weakness, dizziness, mental confusion, hallucinations, and cyanosis."
IsA,company,Intel is a [MASK].
IsA,pests,Thrips are [MASK].
IsA,container,A tub is a [MASK].
IsA,sight,Wildlife is a [MASK].
IsA,generally,"Nitrogen gas is colourless, odourless, and [MASK] inert."
IsA,state,Tennessee is a kind of [MASK].
IsA,animal,A cassorwary is an [MASK].
IsA,person,A moviegoer is a kind of [MASK].
IsA,typeface,Eurostyle is a [MASK].
IsA,animal,"To understand the event ""The mouse died."", it is important to know that A rodent is a type of [MASK]."
IsA,people,Most [MASK] spend away their energy and their life for the enrichment of a few strangers who control the workplace.
IsA,organizations,Networks are [MASK] that create programming for tv.
IsA,contractor,A contralto is a [MASK].
IsA,wordprocessor,Clarisworks is a [MASK].
IsA,ordinal,Ω is a kind of limit [MASK].
IsA,organ,"Another way to say ""Lungs are internal organs"" is ""One internal [MASK] is the lung.""."
IsA,somtimes,Jewelery is [MASK] made of polished stones.
IsA,motion,Swinging is a type of [MASK].
IsA,science,"Geology is the [MASK] of the origin, history, and structure of the earth."
IsA,aboslute,Mathematics are [MASK].
IsA,phenol,Resveratrol is a natural [MASK].
IsA,image,The first thing you do when you produce an [MASK] or text on paper is choose a writing or painting implement.
IsA,venlafaxine,Efexor is a kind of [MASK].
IsA,element,Earth is a type of [MASK].
IsA,event,"To understand the [MASK] ""Bill walked the dog."", it is important to know that Pets don't need to exercise to live ."
IsA,human,Clerk is a kind of [MASK].
IsA,c9ountry,Germany is a [MASK].
IsA,friut,Apple is a [MASK].
IsA,christian,Protestant is a kind of [MASK].
IsA,fiction,Science [MASK] books stretch the imagination .
IsA,person,A foreman is a kind of [MASK].
IsA,magazine,FastCompany is a [MASK].
IsA,virus,Mono is a kind of [MASK].
IsA,annuals,Caladiums are [MASK].
IsA,vegetables,Crops are [MASK].
IsA,mammals,"Placental [MASK] include Insectivores, Flying lemurs, Bats, Edentates, Pangolins, Lagomorphs, Rodents, Cetaceans, Carnivores, Seals and walruses, Aardvarks, Elephants, Hyraxes, Sirenians, Odd-toed ungulates, Even-toed ungulates, and of course Primates."
IsA,gay,"To understand the event ""Sally drove her father to the mall."", it is important to know that Sally is lesbian an her father is [MASK]."
IsA,pachiderm,An elephant is a [MASK].
IsA,protection,Condoms are [MASK] .
IsA,city,Richardson is a [MASK] near Dallas .
IsA,flatbread,Idli is a type of [MASK].
IsA,animal,A marsupial is an [MASK] with a pouch.
IsA,metal,[MASK] is about the same size as copper aluminum.
IsA,outdoors,"The statement ""Reading a magazine in the garden can be relaxing"" is true because doing things [MASK] can be pleasurable."
IsA,being,"To understand the event ""Dean played fetch with Fluffy."", it is important to know that Dean is maybe a human [MASK]."
IsA,animal,A primate is an [MASK].
IsA,disagreement,[MASK] is quarrel.
IsA,flatbread,Gordita is a type of [MASK].
IsA,business,"In the event ""Turner started his own restaurant [MASK]."", something that changed was Turner probably had to hire some staff."
IsA,continent,[MASK] has america africa.
IsA,birds,Gulls are [MASK].
IsA,beheaded,The queen was [MASK].
IsA,cloth,Tweed is a pattern of [MASK].
IsA,state,The [MASK] bird for Delaware is blue hen chicken.
IsA,human,A minister is a [MASK].
IsA,child,Daughter is related to fathers [MASK].
IsA,pipework,Plumbing is [MASK].
IsA,bob,"To understand the event ""[MASK] stood up and introduced himself."", it is important to know that People state their name when introducing themselves."
IsA,drink,You would [MASK] a smoothie because you want to feel less thirsty.
IsA,person,"The statement ""To understand the event ""Ralph was elected to be a senator."", it is important to know that more people voted for Ralph than voted for his opponent"" is true because Votes are made one to a [MASK]."
IsA,entrepreneurs,Some people are [MASK].
IsA,mammal,The mouse is the most common [MASK] in the U.S.
IsA,not,Many people in the world do [MASK] take vitamin supplements.
IsA,invention,The motor is an [MASK].
IsA,quark,A charm [MASK] is part of a charmed lambda-plus.
IsA,measurement,Tablespoon is a type of [MASK].
IsA,person,A passenger is a kind of [MASK].
IsA,phenomenon,Solar eclipse is a kind of astronomic [MASK].
IsA,christian,A mormon is a type of [MASK].
IsA,attachment,Love is a kind of [MASK].
IsA,methylxanthine,Caffeine is a [MASK].
IsA,rad,Harbours are [MASK].
IsA,automation,A robot is an [MASK].
IsA,bird,Puffin is a [MASK].
IsA,disease,Diabetes is a type of [MASK].
IsA,rod,"Another way to say ""A wand is a thin [MASK] that you can carry"" is ""wands are thin and light""."
IsA,band,U2 is a good [MASK].
IsA,bird,The woodpecker is a [MASK] that can peck holes in trees.
IsA,sensation,Numbness is a kind of [MASK].
IsA,machine,A bidet is a [MASK] that helps people to get cleaner.
IsA,gardens,[MASK] make more sense than lawns.
IsA,wax,Parfin is a type of [MASK].
IsA,nationality,Czech is a [MASK].
IsA,poorly,Workaholics are [MASK] suited for middle management.
IsA,place,Vilnius is a kind of [MASK].
IsA,country,"The statement ""Chili is a [MASK]."" is true because because it has political boundaries and a government."
IsA,sin,Murder is a kind of [MASK].
IsA,bell,"To understand the event ""Bob rang the door [MASK]."", it is important to know that Bob could also have knocked on the door, but if a doorbell is available, knocking instead indicates rudeness and/or urgency."
IsA,slippy,Ice is [MASK].
IsA,also,Smoking might [MASK] cause dry lips.
IsA,tiring,Shopping is [MASK].
IsA,invention,Before the [MASK] of toilet paper the use of newspaper was common.
IsA,laborers,Some people are [MASK].
IsA,operation,Division is math [MASK].
IsA,amusement,"Picture description: A rollercoaster is often found in an [MASK] park.   Roller coasters feel dangerous, but only rarely is anyone injured while riding one."
IsA,animal,A unicorn is a [MASK].
IsA,insanity,Schizophrenia is a type of [MASK].
IsA,figure,A pentagon is a type of geometric [MASK].
IsA,quark,An anti-bottom [MASK] is part of a b b-bar meson.
IsA,animal,A bull is a type of male [MASK].
IsA,free,LINUX is [MASK].
IsA,island,Zanzibar is an [MASK].
IsA,instrument,A bongo is an [MASK].
IsA,felony,Murder is a [MASK].
IsA,ethnicity,Russian is a [MASK].
IsA,disguise,Glasses can be used to [MASK] human facial features.
IsA,bazaar,People sell goods in a [MASK].
IsA,buildings,"To understand the event ""Sally drove her parents to the mall."", it is important to know that a mall is a connected set of [MASK] containing many types of retail stores."
IsA,items,"To understand the event ""Marie opened her jewelry box."", it is important to know that Boxes with openings may be used to put [MASK] into."
IsA,vegetable,"To understand the event ""The farmer grew potatoes."", it is important to know that A potato is a [MASK]."
IsA,activity,You would get some physical [MASK] because you are tired of sitting still.
IsA,shape,An octagon is a kind of [MASK].
IsA,person,A pornstar is a kind of [MASK].
IsA,flatbread,Paraki is a type of [MASK].
IsA,blush,Some wines are [MASK].
IsA,animal,"Picture can shows a tortoise, an [MASK] with among highest life span."
IsA,instruments,Clavichords are [MASK].
IsA,molecule,Dna is a complex [MASK] that carries genetic information.
IsA,food,Spam is a type of [MASK].
IsA,light,"Picture description: 2 women, each holding and using a pair of binoculars looking at something while sitting on a wood-branch pieces assembled in the form of a empty frame-like bench in an outside, greenery nature-like area.  Oh and the woman who is closer to the camera (appearing to be larger) in the picture is wearing a purple sweater or overcoat and wearing round dot earings that are not hanging, but attached to the earlobes firmly.  The woman BEHIND the woman in purple is wearing a [MASK] blue or cyan colored short-sleeve shirt and she has her uncovered-legs crossed in front of her in a sitting fashion.  She is wearing a black or navy-blue band watch and a small green neon bracelet all on her right wrist.  They both have long and blonde or dirty-blonde colored hair.  As for the background part of the picture, the nature-like area looks FAKE, or made up, or make-believe based on the kind of lighting, and the perfect-randomness in the background imagery."
IsA,computer,Situation: A PDA is little [MASK] that assists you.
IsA,insects,Fleas are [MASK].
IsA,not,You are [MASK] likely to find a small dog on or in the forest.
IsA,instrument,A organ is a [MASK].
IsA,coating,Wax is a type of [MASK].
IsA,composer,Beethoven was a famous [MASK] of classical music .
IsA,cowards,The French are [MASK].
IsA,mammals,Equines are [MASK].
IsA,race,A marathon runner can succeed to complete the [MASK].
IsA,city,Taskent is a [MASK] in Uzbekistan.
IsA,delusions,Ghosts are [MASK].  Really.
IsA,energy,Situation: Matter is a form of [MASK].
IsA,mineral,Glass is a [MASK].
IsA,food,"Agriculture is the science and practice of cultivating of land, producing crops, and raising animals. It also refers to many associated processes or enterprises, such as [MASK] processing. No one knows precisely when humans first started a sustained, systematic practice of agriculture, but evidence has shown signs of agriculture in the Middle East and Mexico that date back to approximately 7000 BC. Some of the earliest cultivated crops included emmer wheat, wild barley, pumpkin, peas, and beans. The presence of larger scale, systematic cultivation often preceded or accompanied the rise of villages and cities and the formation of organized civilization. ."
IsA,place,Camp is a type of living [MASK].
IsA,polymer,Cellulose is a [MASK] made with repeated glucose units.
IsA,horses,Studs are [MASK] kept for breeding.
IsA,shape,The world is almost round in [MASK].
IsA,element,Calcium is an [MASK] required to make strong bones .
IsA,water,You are likely to find [MASK] in saltwater.
IsA,ecosystem,Swamps are an [MASK].
IsA,doctor,[MASK] has gynecologist'.
IsA,emotion,Awe is a type of [MASK].
IsA,person,A niece is the daughter of a [MASK]'s sister or brother.
IsA,flatbread,Nan is a type of [MASK].
IsA,person,Nick is a [MASK].
IsA,thing,"The statement ""Cheese is a [MASK]."" is true because you can take it and eat it."
IsA,toys,Slinkies are [MASK].
IsA,activities,Voting is an [MASK] that people do.
IsA,record,An electrocardiogram is the [MASK] produced by an electrocardiograph.
IsA,hobby,Many women and a few men pursue the [MASK] of needlepoint  .
IsA,superhero,"To understand the event ""A spider crawled on me."", it is important to know that Spiderman is a comic book [MASK]."
IsA,dance,Squaredancing is a kind of [MASK].
IsA,dirt,A pillowcase protects a pillow from [MASK] and hair oil.
IsA,archive,Newspaper is a kind of [MASK].
IsA,fuel,"Something you need to do before you start a fire is you need [MASK], oxygen and sufficient heat."
IsA,humans,Pupils are [MASK].
IsA,magazine,Women sometimes read a [MASK] called Redbook.
IsA,person,A [MASK] doesn't want to be slave.
IsA,nursing,Geriatrics is a type of [MASK].
IsA,indiviudals,Families are [MASK] that are related to one another.
IsA,fighting,"The statement ""[MASK] war is for those who cannot think "" helps answer the question ""He didn't get into the army because he had low intelligence scores, right?""."
IsA,theory,[MASK] is a type of scientific conjecture.
IsA,woodwind,A basson is a [MASK].
IsA,bird,Cormorant is a [MASK].
IsA,state,Iowa is a kind of [MASK].
IsA,place,"The statement ""A valley is a flat [MASK] between mountains"" is true because Mountains can be formed by ice."
IsA,animals,Weasels are [MASK].
IsA,tranquilizer,Diazepam is a [MASK].
IsA,pain,[MASK] is agony.
IsA,outdoors,A patio door usually leads to [MASK].
IsA,ford,A lexus is a type of [MASK].
IsA,pest,Lacebug is a [MASK].
IsA,assasinated,Kennedy was [MASK].
IsA,bomb,A grenade is a hand-sized [MASK] used by soldiers that is triggered by pulling out a pin. Usually it is thrown at the target and explodes.
IsA,breastbone,A wishbone is a v-shaped bird's [MASK].
IsA,power,Journalism is [MASK].
IsA,commonly,Adrenalin is [MASK] carried by people with severe allergies.
IsA,person,A guardian is a kind of [MASK].
IsA,exhalation,Sigh is a type of soft [MASK].
IsA,snorted,Cocain is [MASK].
IsA,clothing,Something you find in the closet is an assortment of [MASK] and shoes.
IsA,things,"To understand the event ""Jane went to a picnic."", it is important to know that Cars are [MASK]."
IsA,insects,"Another way to say ""Bees are [MASK] that live in a hive"" is ""A bee is an insect that lives in a hive.""."
